sample	experiment	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
10102017-C01	10102017	C01	2	2.456657188	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C02	10102017	C02	1	1.867299998	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C03	10102017	C03	1	1.929464607	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C04	10102017	C04	1	2.471475154	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C05	10102017	C05	1	2.062725737	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C06	10102017	C06	1	2.303898446	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C07	10102017	C07	1	2.468160091	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C08	10102017	C08	1	0.754356333	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C09	10102017	C09	1	1.8868822	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C10	10102017	C10	1	1.840010729	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C11	10102017	C11	1	2.605357659	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-C12	10102017	C12	1	2.444341275	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D01	10102017	D01	1	2.588969652	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D02	10102017	D02	1	2.151248437	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D03	10102017	D03	1	2.242622308	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D04	10102017	D04	1	1.0022068	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D05	10102017	D05	1	1.926621925	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D06	10102017	D06	1	2.845235568	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D07	10102017	D07	1	2.541851405	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D08	10102017	D08	1	2.555573543	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D09	10102017	D09	1	1.73235936	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D10	10102017	D10	1	2.523281606	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D11	10102017	D11	1	1.086412137	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-D12	10102017	D12	1	1.894102709	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E01	10102017	E01	1	2.749182527	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E02	10102017	E02	1	2.552672655	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E03	10102017	E03	1	2.270750132	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E04	10102017	E04	1	2.178891303	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E05	10102017	E05	1	2.084970018	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E06	10102017	E06	1	2.55732642	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E07	10102017	E07	1	1.586505698	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E08	10102017	E08	1	2.545765335	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E09	10102017	E09	1	1.651326596	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E10	10102017	E10	1	0.847305247	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E11	10102017	E11	1	2.021377481	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-E12	10102017	E12	1	2.031431175	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F01	10102017	F01	1	2.863724505	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F02	10102017	F02	1	2.407068976	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F03	10102017	F03	1	3.030224604	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F04	10102017	F04	1	3.127501794	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F05	10102017	F05	1	2.881649147	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F06	10102017	F06	1	1.933095284	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F07	10102017	F07	1	2.111310681	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F08	10102017	F08	2	1.283334273	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F09	10102017	F09	1	2.550043211	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F10	10102017	F10	1	2.540077175	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F11	10102017	F11	1	2.739273998	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-F12	10102017	F12	1	2.807630582	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G01	10102017	G01	2	2.236344641	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G02	10102017	G02	1	2.583768619	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G03	10102017	G03	1	0.691164491	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G04	10102017	G04	1	2.00587748	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G05	10102017	G05	1	2.46329368	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G06	10102017	G06	1	1.952779823	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G07	10102017	G07	1	2.17587406	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G08	10102017	G08	1	1.754286405	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G09	10102017	G09	1	2.592685468	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G10	10102017	G10	1	2.920201037	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G11	10102017	G11	1	0.913104441	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-G12	10102017	G12	1	1.84582124	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H01	10102017	H01	1	1.956229519	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H02	10102017	H02	1	2.211536579	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H03	10102017	H03	1	1.123879565	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H04	10102017	H04	1	2.952412324	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H05	10102017	H05	1	2.850017289	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H06	10102017	H06	1	2.137245719	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H07	10102017	H07	1	1.462155369	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H08	10102017	H08	1	2.305350027	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H09	10102017	H09	1	2.133296047	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H10	10102017	H10	1	2.447537689	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H11	10102017	H11	1	2.067539622	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
10102017-H12	10102017	H12	1	3.222199587	TRUE	NA19101	NA19116	NA19153	NA19238	0	0	50x dilution	2
