sample	experiment	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
08292017-C02	08292017	C02	1	1.422203945	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C03	08292017	C03	1	1.460535976	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C04	08292017	C04	1	1.577047818	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C05	08292017	C05	1	0.50730908	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C06	08292017	C06	1	2.209155976	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C07	08292017	C07	1	1.558596925	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C08	08292017	C08	1	2.174579449	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C09	08292017	C09	1	1.121743843	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C10	08292017	C10	1	1.581800746	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C11	08292017	C11	1	1.483193233	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-C12	08292017	C12	1	0.886428172	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D01	08292017	D01	1	1.041597487	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D02	08292017	D02	1	1.757859926	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D03	08292017	D03	1	2.008599874	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D04	08292017	D04	2	1.881925468	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D05	08292017	D05	1	2.270893509	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D06	08292017	D06	1	1.417063374	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D07	08292017	D07	1	1.629496199	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D08	08292017	D08	1	1.695277762	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D09	08292017	D09	1	1.592041811	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D10	08292017	D10	1	0.598406465	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D11	08292017	D11	1	1.516680444	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-D12	08292017	D12	1	0.661960743	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E01	08292017	E01	1	0.507651322	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E02	08292017	E02	1	1.939272564	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E03	08292017	E03	1	0.61508233	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E04	08292017	E04	1	1.802408966	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E05	08292017	E05	1	1.454111953	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E06	08292017	E06	1	1.898380064	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E07	08292017	E07	1	2.036739637	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E08	08292017	E08	1	1.388511612	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E09	08292017	E09	1	1.990416149	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E10	08292017	E10	1	2.006589811	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E11	08292017	E11	1	0.227659348	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-E12	08292017	E12	1	1.383051269	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F01	08292017	F01	1	2.346397298	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F02	08292017	F02	1	0.304841188	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F03	08292017	F03	1	2.216569662	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F04	08292017	F04	1	2.496690102	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F05	08292017	F05	1	1.954719996	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F06	08292017	F06	1	1.721615127	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F07	08292017	F07	1	2.443726681	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F08	08292017	F08	1	0.62911703	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F09	08292017	F09	1	0.954284078	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F10	08292017	F10	1	1.548738396	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F11	08292017	F11	1	2.453721799	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-F12	08292017	F12	1	0.484249211	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G01	08292017	G01	1	1.938022179	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G02	08292017	G02	1	2.063026577	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G03	08292017	G03	2	0.922712471	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G04	08292017	G04	1	2.292701258	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G05	08292017	G05	2	1.824796109	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G06	08292017	G06	1	1.367964596	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G07	08292017	G07	1	2.402817678	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G08	08292017	G08	1	1.890475257	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G09	08292017	G09	1	2.433511126	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G10	08292017	G10	1	1.659488981	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G11	08292017	G11	1	2.327999172	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-G12	08292017	G12	1	2.554742635	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H01	08292017	H01	1	2.831474159	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H02	08292017	H02	1	2.476390487	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H03	08292017	H03	1	0.793627463	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H04	08292017	H04	1	0.421063774	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H05	08292017	H05	1	2.555414148	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H06	08292017	H06	1	2.723302081	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H07	08292017	H07	2	0.911880077	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H08	08292017	H08	1	2.375410921	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H09	08292017	H09	1	1.620705803	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H10	08292017	H10	1	3.164660705	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H11	08292017	H11	1	2.588077193	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
08292017-H12	08292017	H12	1	2.171223469	TRUE	NA18501	NA18507	NA19190	NA19210	0	0	50x dilution	3
